OrderID,Order Date,Location,Order Status,Payment Method,Preparation Start time,Preparation End time,Delivery Start Time,Delivery End Time,Item Quantity,Item,Price of Item,Total Amount,Weekday Classification,Meal Time,Order Time,Stock Out Items,Revenue Loss,Preparation time,Driver Assign Time,Delivery Time,Actual Time,Average Expected Time,Bonus Time,Order Delivery Details
OD1246,11/19/2024,Indiranagar,Delivered,Online Payment,9:36:45 AM,9:59:45 AM,10:01:45 AM,10:12:45 AM,2,Chole Bhature,200,400,Weekday,Morning,Peak time,0,0,23,2,11,36,39,20,No issuse
OD0931,11/14/2024,Indiranagar,Delivered,Online Payment,12:22:58 PM,12:42:58 PM,12:44:58 PM,12:59:58 PM,2,Chicken Biryani,350,700,Weekday,Noon,Non-Peak Time,0,0,20,2,15,37,47,5,No issuse
OD0594,11/9/2024,Brigade Road,Delivered,UPI,2:44:40 PM,3:03:40 PM,3:05:40 PM,3:24:40 PM,1,Chicken Tikka,355,355,Weekend,Noon,Non-Peak Time,0,0,19,2,19,40,34,5,Delayed
OD0932,11/14/2024,Koramangala,Delivered,COD,5:24:33 PM,5:46:33 PM,5:48:33 PM,6:02:33 PM,1,Noodles,250,250,Weekday,Evening,Non-Peak Time,0,0,22,2,14,38,22,5,Delayed
OD1622,11/24/2024,Whitefield,Cancelled,Not Required,,,,,0,Paneer Tikka,180,0,Weekend,Morning,Non-Peak Time,2,360,0,0,0,0,0,0,Cancelled
OD0524,11/8/2024,Koramangala,Delivered,Online Payment,6:09:55 PM,6:47:55 PM,6:49:55 PM,7:22:55 PM,1,Masala Dosa,120,120,Weekend,Evening,Peak time,0,0,38,2,33,73,24,20,Delayed
OD0103,11/2/2024,Marathahalli,Delivered,UPI,6:15:08 PM,6:50:08 PM,6:52:08 PM,7:12:08 PM,2,Pasta,250,500,Weekend,Evening,Peak time,0,0,35,2,20,57,41,20,No issuse
OD1650,11/25/2024,Marathahalli,Delivered,Credit Card,12:21:16 PM,12:41:16 PM,12:43:16 PM,12:56:16 PM,3,Tandoori Chicken,360,1080,Weekday,Noon,Non-Peak Time,0,0,20,2,13,35,40,5,No issuse
OD1465,11/22/2024,Jayanagar,Delivered,Credit Card,3:24:18 PM,4:09:18 PM,4:11:18 PM,4:25:18 PM,3,Butter Chicken,315,945,Weekend,Evening,Non-Peak Time,0,0,45,2,14,61,29,5,Delayed
OD0933,11/14/2024,BTM Layout,Delivered,UPI,8:25:50 PM,9:06:50 PM,9:08:50 PM,9:37:50 PM,1,Chicken Tikka,355,355,Weekday,Night,Peak time,0,0,41,2,29,72,27,20,Delayed
OD1917,11/29/2024,Koramangala,Delivered,UPI,10:50:50 PM,11:13:50 PM,11:15:50 PM,11:26:50 PM,4,Butter Naan,40,160,Weekend,Night,Non-Peak Time,0,0,23,2,11,36,22,5,Delayed
OD1391,11/21/2024,Koramangala,Delivered,Online Payment,8:16:10 AM,8:40:10 AM,8:42:10 AM,8:53:10 AM,2,Paneer Paratha,160,320,Weekday,Morning,Peak time,0,0,24,2,11,37,30,20,No issuse
OD1392,11/21/2024,MG Road,Delivered,Credit Card,9:23:36 PM,9:36:36 PM,9:38:36 PM,10:15:36 PM,1,Masala Dosa,120,120,Weekday,Night,Peak time,0,0,13,2,37,52,34,20,No issuse
OD0031,11/1/2024,Malleswaram,Delivered,Credit Card,9:28:23 AM,10:02:23 AM,10:04:23 AM,10:29:23 AM,2,Poha,75,150,Weekend,Morning,Peak time,0,0,34,2,25,61,27,20,Delayed
OD1466,11/22/2024,HSR Layout,Delivered,Online Payment,9:58:43 PM,10:52:43 PM,10:54:43 PM,11:14:43 PM,2,Chicken Biryani,350,700,Weekend,Night,Peak time,0,0,54,2,20,76,52,20,Delayed
OD1467,11/22/2024,Malleswaram,Delivered,Credit Card,1:56:33 PM,2:10:33 PM,2:13:33 PM,2:24:33 PM,5,Samosa,20,100,Weekend,Noon,Non-Peak Time,0,0,14,3,11,28,22,5,Delayed
OD1730,11/26/2024,HSR Layout,Delivered,Credit Card,12:14:22 PM,12:24:22 PM,12:26:22 PM,12:52:22 PM,2,Veg Biryani,290,580,Weekday,Noon,Non-Peak Time,0,0,10,2,26,38,47,5,No issuse
OD1784,11/27/2024,HSR Layout,Delivered,Credit Card,1:38:47 PM,2:01:47 PM,2:03:47 PM,2:17:47 PM,3,Butter Chicken,315,945,Weekday,Noon,Non-Peak Time,0,0,23,2,14,39,37,5,No issuse
OD0032,11/1/2024,BTM Layout,Delivered,Credit Card,2:17:34 PM,2:32:34 PM,2:34:34 PM,2:56:34 PM,3,Tandoori Chicken,360,1080,Weekend,Noon,Non-Peak Time,0,0,15,2,22,39,45,5,No issuse
OD1731,11/26/2024,HSR Layout,Delivered,Credit Card,5:53:11 PM,6:50:11 PM,6:53:11 PM,7:07:11 PM,3,Chicken Biryani,350,1050,Weekday,Evening,Non-Peak Time,0,0,57,3,14,74,52,5,Delayed
OD1468,11/22/2024,HSR Layout,Delivered,UPI,8:32:21 PM,9:07:21 PM,9:09:21 PM,9:23:21 PM,2,Fried Rice,250,500,Weekend,Night,Peak time,0,0,35,2,14,51,42,20,No issuse
OD1052,11/16/2024,BTM Layout,Delivered,COD,9:06:03 AM,9:16:03 AM,9:18:03 AM,9:51:03 AM,1,Ghee Upma,99,99,Weekend,Morning,Peak time,0,0,10,2,33,45,35,20,No issuse
OD2035,11/1/2024,Indiranagar,Delivered,COD,6:00:45 PM,6:15:45 PM,6:22:45 PM,6:40:45 PM,2,Veg Biryani,290,580,Weekend,Evening,Peak time,0,0,15,7,18,40,42,20,No issuse
OD0180,11/3/2024,Koramangala,Delivered,Credit Card,8:01:26 PM,9:05:26 PM,9:20:26 PM,9:34:26 PM,4,Butter Naan,40,160,Weekend,Night,Peak time,0,0,64,15,14,93,22,20,Delayed
OD1785,11/27/2024,Malleswaram,Delivered,COD,11:23:33 AM,12:06:33 PM,12:07:33 PM,12:19:33 PM,1,Idli,65,65,Weekday,Morning,Non-Peak Time,0,0,43,1,12,56,27,5,Delayed
OD0313,11/5/2024,Malleswaram,Delivered,Credit Card,8:24:23 AM,9:04:23 AM,9:22:23 AM,9:51:23 AM,2,Idli,65,130,Weekday,Morning,Peak time,0,0,40,18,29,87,27,20,Delayed
OD1986,11/30/2024,Whitefield,Delivered,COD,11:08:34 AM,11:48:34 AM,11:50:34 AM,12:10:34 PM,4,Puri Bhaji,150,600,Weekend,Morning,Non-Peak Time,0,0,40,2,20,62,32,5,Delayed
OD1393,11/21/2024,Indiranagar,Delivered,Online Payment,4:22:51 PM,4:46:51 PM,4:48:51 PM,5:02:51 PM,1,Noodles,250,250,Weekday,Evening,Non-Peak Time,0,0,24,2,14,40,27,5,Delayed
OD1053,11/16/2024,Koramangala,Delivered,UPI,10:20:21 AM,10:35:21 AM,10:37:21 AM,10:53:21 AM,3,Chole Bhature,200,600,Weekend,Morning,Non-Peak Time,0,0,15,2,16,33,34,5,No issuse
OD1054,11/16/2024,Koramangala,Delivered,COD,4:02:44 PM,4:21:44 PM,4:22:44 PM,4:37:44 PM,5,Samosa,20,100,Weekend,Evening,Non-Peak Time,0,0,19,1,15,35,22,5,Delayed
OD1195,11/18/2024,Indiranagar,Delivered,UPI,5:44:13 PM,6:26:13 PM,6:33:13 PM,6:46:13 PM,2,Veg Biryani,290,580,Weekday,Evening,Non-Peak Time,0,0,42,7,13,62,42,5,Delayed
OD0727,11/11/2024,BTM Layout,Delivered,Online Payment,8:52:47 AM,9:13:47 AM,9:15:47 AM,9:27:47 AM,3,Poha,75,225,Weekday,Morning,Peak time,0,0,21,2,12,35,32,20,No issuse
OD1987,11/30/2024,Whitefield,Delivered,Credit Card,5:26:47 PM,6:09:47 PM,6:12:47 PM,6:32:47 PM,2,Pasta,250,500,Weekend,Evening,Non-Peak Time,0,0,43,3,20,66,46,5,Delayed
OD0104,11/2/2024,Jayanagar,Delivered,COD,5:02:08 PM,5:31:08 PM,5:33:08 PM,5:47:08 PM,1,Chicken Tikka,355,355,Weekend,Evening,Non-Peak Time,0,0,29,2,14,45,24,5,Delayed
OD0492,11/7/2024,Marathahalli,Cancelled,Not Required,,,,,0,Chicken Curry,325,0,Weekday,Morning,Non-Peak Time,1,325,0,0,0,0,0,0,Cancelled
OD0181,11/3/2024,HSR Layout,Delivered,Online Payment,9:04:20 AM,9:46:20 AM,9:58:20 AM,10:29:20 AM,2,Poha,75,150,Weekend,Morning,Peak time,0,0,42,12,31,85,37,20,Delayed
OD1394,11/21/2024,Indiranagar,Delivered,UPI,5:09:18 PM,5:20:18 PM,5:22:18 PM,5:42:18 PM,2,Fried Rice,250,500,Weekday,Evening,Non-Peak Time,0,0,11,2,20,33,37,5,No issuse
OD1651,11/25/2024,BTM Layout,Delivered,Online Payment,12:28:48 PM,1:19:48 PM,1:22:48 PM,1:36:48 PM,3,Tandoori Chicken,360,1080,Weekday,Noon,Non-Peak Time,0,0,51,3,14,68,45,5,Delayed
OD0182,11/3/2024,Koramangala,Delivered,Credit Card,9:16:29 AM,9:59:29 AM,10:01:29 AM,10:16:29 AM,3,Ghee Upma,99,297,Weekend,Morning,Peak time,0,0,43,2,15,60,30,20,Delayed
OD0728,11/11/2024,Whitefield,Delivered,Online Payment,11:39:24 AM,12:17:24 PM,12:19:24 PM,12:33:24 PM,2,Aloo Paratha,110,220,Weekday,Morning,Non-Peak Time,0,0,38,2,14,54,27,5,Delayed
OD1196,11/18/2024,BTM Layout,Delivered,UPI,6:26:15 PM,6:44:15 PM,6:46:15 PM,7:12:15 PM,1,Burger,210,210,Weekday,Evening,Peak time,0,0,18,2,26,46,33,20,No issuse
OD0448,11/7/2024,BTM Layout,Delivered,Online Payment,7:55:06 PM,8:17:06 PM,8:19:06 PM,8:59:06 PM,1,Hakka Noodles,260,260,Weekday,Night,Peak time,0,0,22,2,40,64,33,20,Delayed
OD0105,11/2/2024,BTM Layout,Delivered,Online Payment,1:06:48 PM,1:30:48 PM,1:32:48 PM,1:43:48 PM,1,Masala Dosa,120,120,Weekend,Noon,Non-Peak Time,0,0,24,2,11,37,29,5,Delayed
OD0314,11/5/2024,Whitefield,Delivered,Online Payment,9:27:09 PM,9:59:09 PM,10:01:09 PM,10:49:09 PM,2,Chicken Biryani,350,700,Weekday,Night,Peak time,0,0,32,2,48,82,47,20,Delayed
OD1197,11/18/2024,Malleswaram,Delivered,Credit Card,11:39:14 PM,11:54:14 PM,11:55:14 PM,12:19:14 AM,1,Chicken Tikka,355,355,Weekday,Night,Non-Peak Time,0,0,15,1,24,40,22,5,Delayed
OD0729,11/11/2024,Whitefield,Delivered,COD,7:53:40 PM,8:33:40 PM,8:47:40 PM,9:21:40 PM,4,Butter Naan,40,160,Weekday,Night,Peak time,0,0,40,14,34,88,27,20,Delayed
OD0449,11/7/2024,Koramangala,Delivered,Credit Card,11:58:00 AM,12:09:00 PM,12:11:00 PM,12:23:00 PM,4,Idli,65,260,Weekday,Morning,Non-Peak Time,0,0,11,2,12,25,27,5,No issuse
OD1850,11/28/2024,Jayanagar,Delivered,UPI,2:39:48 PM,2:52:48 PM,2:54:48 PM,3:13:48 PM,1,Paneer Tikka,180,180,Weekday,Noon,Non-Peak Time,0,0,13,2,19,34,35,5,No issuse
OD0033,11/1/2024,Malleswaram,Delivered,Credit Card,10:05:19 AM,10:46:19 AM,10:48:19 AM,11:02:19 AM,2,Puri Bhaji,150,300,Weekend,Morning,Non-Peak Time,0,0,41,2,14,57,27,5,Delayed
OD0525,11/8/2024,Malleswaram,Delivered,Online Payment,11:15:01 PM,11:34:01 PM,11:35:01 PM,11:47:01 PM,1,Fish Curry,190,190,Weekend,Night,Non-Peak Time,0,0,19,1,12,32,27,5,No issuse
OD1113,11/17/2024,Malleswaram,Delivered,Credit Card,11:11:30 PM,11:32:30 PM,11:34:30 PM,11:47:30 PM,3,Pizza,450,1350,Weekend,Night,Non-Peak Time,0,0,21,2,13,36,38,5,No issuse
OD0730,11/11/2024,Koramangala,Delivered,COD,2:35:20 PM,2:49:20 PM,2:51:20 PM,3:11:20 PM,2,Chicken Biryani,350,700,Weekday,Noon,Non-Peak Time,0,0,14,2,20,36,42,5,No issuse
OD1314,11/20/2024,MG Road,Delivered,COD,6:14:38 PM,6:27:38 PM,6:29:38 PM,6:39:38 PM,1,Sushi,350,350,Weekday,Evening,Peak time,0,0,13,2,10,25,48,20,No issuse
OD1055,11/16/2024,Jayanagar,Delivered,Online Payment,11:45:17 PM,12:33:17 AM,12:35:17 AM,12:53:17 AM,5,Samosa,20,100,Weekend,Night,Non-Peak Time,0,0,48,2,18,68,24,5,Delayed
OD1056,11/16/2024,Marathahalli,Delivered,Online Payment,10:09:24 AM,10:22:24 AM,10:24:24 AM,10:37:24 AM,4,Chole Bhature,200,800,Weekend,Morning,Non-Peak Time,0,0,13,2,13,28,34,5,No issuse
OD0183,11/3/2024,Indiranagar,Delivered,COD,2:09:24 PM,2:22:24 PM,2:24:24 PM,2:37:24 PM,1,Paneer Tikka,180,180,Weekend,Noon,Non-Peak Time,0,0,13,2,13,28,38,5,No issuse
OD1529,11/23/2024,HSR Layout,Delivered,UPI,2:02:36 PM,2:18:36 PM,2:20:36 PM,2:32:36 PM,2,Chicken Curry,325,650,Weekend,Noon,Non-Peak Time,0,0,16,2,12,30,42,5,No issuse
OD1594,11/24/2024,HSR Layout,Delivered,Online Payment,9:01:08 PM,9:15:08 PM,9:25:08 PM,9:47:08 PM,5,Samosa,20,100,Weekend,Night,Peak time,0,0,14,10,22,46,32,20,No issuse
OD1114,11/17/2024,Marathahalli,Delivered,Credit Card,9:47:42 AM,10:00:42 AM,10:02:42 AM,10:53:42 AM,2,Masala Dosa,120,240,Weekend,Morning,Peak time,0,0,13,2,51,66,24,20,Delayed
OD0595,11/9/2024,Malleswaram,Delivered,Online Payment,12:34:46 PM,1:19:46 PM,1:21:46 PM,1:31:46 PM,2,Chicken Curry,325,650,Weekend,Noon,Non-Peak Time,0,0,45,2,10,57,32,5,Delayed
OD0863,11/13/2024,Jayanagar,Delivered,Credit Card,9:50:22 PM,10:26:22 PM,10:28:22 PM,11:02:22 PM,1,Chicken Tikka,355,355,Weekday,Night,Peak time,0,0,36,2,34,72,24,20,Delayed
OD1115,11/17/2024,Indiranagar,Delivered,Online Payment,2:34:46 PM,2:53:46 PM,2:55:46 PM,3:14:46 PM,2,Chicken Curry,325,650,Weekend,Noon,Non-Peak Time,0,0,19,2,19,40,37,5,No issuse
OD1530,11/23/2024,Marathahalli,Delivered,UPI,9:26:47 AM,9:45:47 AM,9:47:47 AM,10:14:47 AM,1,Poha,75,75,Weekend,Morning,Peak time,0,0,19,2,27,48,27,20,Delayed
OD0450,11/7/2024,Whitefield,Delivered,COD,7:17:49 PM,8:15:49 PM,8:17:49 PM,8:48:49 PM,1,Sushi,350,350,Weekday,Night,Peak time,0,0,58,2,31,91,43,20,Delayed
OD1315,11/20/2024,Jayanagar,Delivered,Online Payment,9:54:11 AM,10:13:11 AM,10:15:11 AM,10:34:11 AM,1,Masala Dosa,120,120,Weekday,Morning,Peak time,0,0,19,2,19,40,26,20,No issuse
OD0864,11/13/2024,Marathahalli,Delivered,Online Payment,6:35:29 PM,7:20:29 PM,7:22:29 PM,7:39:29 PM,2,Chicken Curry,325,650,Weekday,Evening,Peak time,0,0,45,2,17,64,32,20,Delayed
OD1116,11/17/2024,BTM Layout,Delivered,Online Payment,11:05:33 PM,11:50:33 PM,11:52:33 PM,12:03:33 AM,3,Pizza,450,1350,Weekend,Night,Non-Peak Time,0,0,45,2,11,58,43,5,Delayed
OD1851,11/3/2024,Indiranagar,Delivered,Credit Card,6:07:43 PM,6:48:43 PM,6:49:43 PM,7:18:43 PM,1,Burger,210,210,Weekend,Evening,Peak time,0,0,41,1,29,71,33,20,Delayed
OD0526,11/8/2024,Koramangala,Delivered,UPI,6:14:03 PM,6:29:03 PM,6:35:03 PM,7:10:03 PM,5,Samosa,20,100,Weekend,Evening,Peak time,0,0,15,6,35,56,22,20,Delayed
OD0034,11/1/2024,Indiranagar,Delivered,COD,10:07:26 AM,10:32:26 AM,10:35:26 AM,10:49:26 AM,2,Aloo Paratha,110,220,Weekend,Morning,Non-Peak Time,0,0,25,3,14,42,27,5,Delayed
OD0865,11/13/2024,Koramangala,Delivered,COD,2:55:29 PM,3:05:29 PM,3:07:29 PM,3:21:29 PM,2,Mutton Biryani,390,780,Weekday,Noon,Non-Peak Time,0,0,10,2,14,26,47,5,No issuse
OD1852,11/28/2024,Marathahalli,Delivered,Credit Card,11:56:16 PM,12:44:16 AM,12:46:16 AM,12:59:16 AM,2,Pav Bhaji,150,300,Weekday,Night,Non-Peak Time,0,0,48,2,13,63,32,5,Delayed
OD0184,11/3/2024,HSR Layout,Delivered,Credit Card,12:06:48 PM,12:21:48 PM,12:23:48 PM,12:36:48 PM,1,Idli,65,65,Weekend,Noon,Non-Peak Time,0,0,15,2,13,30,37,5,No issuse
OD0731,11/11/2024,MG Road,Delivered,UPI,7:42:18 PM,8:19:18 PM,8:21:18 PM,8:47:18 PM,3,Butter Chicken,315,945,Weekday,Night,Peak time,0,0,37,2,26,65,37,20,Delayed
OD1395,11/21/2024,Brigade Road,Delivered,Online Payment,8:16:24 AM,8:57:24 AM,8:59:24 AM,9:13:24 AM,3,Puri Bhaji,150,450,Weekday,Morning,Peak time,0,0,41,2,14,57,39,20,No issuse
OD0662,11/10/2024,BTM Layout,Delivered,UPI,12:38:17 PM,12:52:17 PM,12:54:17 PM,1:10:17 PM,1,Sushi,350,350,Weekend,Noon,Non-Peak Time,0,0,14,2,16,32,43,5,No issuse
OD1595,11/24/2024,MG Road,Delivered,Credit Card,11:04:09 PM,11:41:09 PM,11:44:09 PM,11:55:09 PM,5,Samosa,20,100,Weekend,Night,Non-Peak Time,0,0,37,3,11,51,32,5,Delayed
OD1396,11/21/2024,Brigade Road,Delivered,UPI,6:47:31 PM,7:28:31 PM,7:30:31 PM,8:07:31 PM,2,Mutton Biryani,390,780,Weekday,Evening,Peak time,0,0,41,2,37,80,59,20,Delayed
OD0185,11/3/2024,Koramangala,Delivered,Online Payment,9:42:35 AM,9:59:35 AM,10:00:35 AM,10:14:35 AM,2,Masala Dosa,120,240,Weekend,Morning,Peak time,0,0,17,1,14,32,24,20,No issuse
OD0866,11/13/2024,Brigade Road,Delivered,UPI,12:44:21 PM,1:02:21 PM,1:04:21 PM,1:14:21 PM,5,Samosa,20,100,Weekday,Noon,Non-Peak Time,0,0,18,2,10,30,34,5,No issuse
OD0451,11/7/2024,HSR Layout,Delivered,Online Payment,2:29:37 PM,2:42:37 PM,2:44:37 PM,2:59:37 PM,3,Butter Chicken,315,945,Weekday,Noon,Non-Peak Time,0,0,13,2,15,30,37,5,No issuse
OD0315,11/5/2024,Marathahalli,Delivered,UPI,5:44:03 PM,6:43:03 PM,6:45:03 PM,7:02:03 PM,2,Veg Biryani,290,580,Weekday,Evening,Non-Peak Time,0,0,59,2,17,78,37,5,Delayed
OD1786,11/27/2024,Malleswaram,Delivered,COD,8:37:46 PM,9:12:46 PM,9:14:46 PM,9:42:46 PM,1,Noodles,250,250,Weekday,Night,Peak time,0,0,35,2,28,65,22,20,Delayed
OD1531,11/23/2024,Whitefield,Delivered,Credit Card,10:49:42 PM,11:03:42 PM,11:04:42 PM,11:38:42 PM,1,Burger,210,210,Weekend,Night,Non-Peak Time,0,0,14,1,34,49,33,5,Delayed
OD0260,11/4/2024,Koramangala,Delivered,Online Payment,11:28:24 PM,11:45:24 PM,11:47:24 PM,12:08:24 AM,1,Chicken Biryani,350,350,Weekday,Night,Non-Peak Time,0,0,17,2,21,40,42,5,No issuse
OD0798,11/12/2024,Malleswaram,Delivered,Online Payment,2:01:56 PM,2:15:56 PM,2:18:56 PM,2:32:56 PM,2,Fried Rice,250,500,Weekday,Noon,Non-Peak Time,0,0,14,3,14,31,32,5,No issuse
OD0596,11/9/2024,Marathahalli,Delivered,COD,1:44:22 PM,2:15:22 PM,2:19:22 PM,2:42:22 PM,2,Chicken Curry,325,650,Weekend,Noon,Non-Peak Time,0,0,31,4,23,58,32,5,Delayed
OD1652,11/25/2024,Marathahalli,Delivered,Online Payment,11:06:31 PM,11:52:31 PM,11:54:31 PM,12:05:31 AM,5,Samosa,20,100,Weekday,Night,Non-Peak Time,0,0,46,2,11,59,22,5,Delayed
OD1316,11/20/2024,Indiranagar,Delivered,COD,6:47:12 PM,7:19:12 PM,7:35:12 PM,8:19:12 PM,1,Burger,210,210,Weekday,Evening,Peak time,0,0,32,16,44,92,33,20,Delayed
OD0316,11/5/2024,Malleswaram,Delivered,UPI,8:28:00 AM,8:44:00 AM,8:46:00 AM,9:08:00 AM,4,Idli,65,260,Weekday,Morning,Peak time,0,0,16,2,22,40,27,20,No issuse
OD1469,11/22/2024,MG Road,Delivered,Credit Card,10:42:45 PM,11:04:45 PM,11:05:45 PM,11:20:45 PM,1,Noodles,250,250,Weekend,Night,Non-Peak Time,0,0,22,1,15,38,32,5,Delayed
OD0106,11/2/2024,Whitefield,Delivered,COD,1:04:27 PM,1:27:27 PM,1:29:27 PM,1:40:27 PM,5,Samosa,20,100,Weekend,Noon,Non-Peak Time,0,0,23,2,11,36,27,5,Delayed
OD0452,11/7/2024,MG Road,Delivered,COD,4:20:04 PM,4:37:04 PM,4:38:04 PM,5:00:04 PM,2,Pav Bhaji,150,300,Weekday,Evening,Non-Peak Time,0,0,17,1,22,40,42,5,No issuse
OD0035,11/1/2024,Koramangala,Delivered,COD,10:14:17 PM,10:35:17 PM,10:37:17 PM,10:53:17 PM,2,Chicken Biryani,350,700,Weekend,Night,Non-Peak Time,0,0,21,2,16,39,42,5,No issuse
OD2036,11/1/2024,Koramangala,Delivered,COD,5:46:42 PM,6:11:42 PM,6:16:42 PM,6:27:42 PM,3,Burger,210,630,Weekend,Evening,Non-Peak Time,0,0,25,5,11,41,28,5,Delayed
OD1198,11/18/2024,Koramangala,Delivered,COD,9:44:32 AM,10:33:32 AM,10:35:32 AM,10:49:32 AM,2,Poha,75,150,Weekday,Morning,Peak time,0,0,49,2,14,65,27,20,Delayed
OD1596,11/24/2024,Koramangala,Delivered,Online Payment,4:37:52 PM,5:39:52 PM,5:42:52 PM,6:01:52 PM,1,Paneer Tikka,180,180,Weekend,Evening,Non-Peak Time,0,0,62,3,19,84,33,5,Delayed
OD1732,11/1/2024,BTM Layout,Delivered,UPI,2:11:23 PM,2:50:23 PM,2:53:23 PM,3:05:23 PM,4,Butter Naan,40,160,Weekend,Noon,Non-Peak Time,0,0,39,3,12,54,27,5,Delayed
OD1057,11/16/2024,BTM Layout,Delivered,Credit Card,5:11:51 PM,5:27:51 PM,5:29:51 PM,5:44:51 PM,2,Sushi,350,700,Weekend,Evening,Non-Peak Time,0,0,16,2,15,33,43,5,No issuse
OD1058,11/16/2024,HSR Layout,Delivered,COD,4:55:03 PM,5:10:03 PM,5:12:03 PM,5:30:03 PM,1,Pav Bhaji,150,150,Weekend,Evening,Non-Peak Time,0,0,15,2,18,35,42,5,No issuse
OD1247,11/19/2024,MG Road,Delivered,UPI,10:49:28 AM,11:00:28 AM,11:02:28 AM,11:14:28 AM,1,Ghee Upma,99,99,Weekday,Morning,Non-Peak Time,0,0,11,2,12,25,40,5,No issuse
OD1787,11/27/2024,Koramangala,Delivered,COD,11:44:04 AM,12:02:04 PM,12:09:04 PM,12:22:04 PM,3,Aloo Paratha,110,330,Weekday,Morning,Non-Peak Time,0,0,18,7,13,38,22,5,Delayed
OD1117,11/17/2024,HSR Layout,Delivered,Online Payment,2:19:20 PM,2:34:20 PM,2:36:20 PM,2:54:20 PM,1,Chicken Tikka,355,355,Weekend,Noon,Non-Peak Time,0,0,15,2,18,35,32,5,No issuse
OD1988,11/30/2024,HSR Layout,Delivered,Credit Card,9:49:56 PM,10:41:56 PM,10:43:56 PM,11:22:56 PM,1,Masala Dosa,120,120,Weekend,Night,Peak time,0,0,52,2,39,93,34,20,Delayed
OD1918,11/29/2024,Koramangala,Delivered,COD,4:31:27 PM,4:56:27 PM,4:58:27 PM,5:12:27 PM,1,Pizza,450,450,Weekend,Evening,Non-Peak Time,0,0,25,2,14,41,38,5,No issuse
OD1317,11/20/2024,MG Road,Delivered,Online Payment,11:04:38 AM,11:29:38 AM,11:30:38 AM,11:44:38 AM,2,Idli,65,130,Weekday,Morning,Non-Peak Time,0,0,25,1,14,40,37,5,No issuse
OD1248,11/19/2024,BTM Layout,Delivered,COD,4:22:33 PM,4:45:33 PM,4:47:33 PM,4:59:33 PM,3,Pasta,250,750,Weekday,Evening,Non-Peak Time,0,0,23,2,12,37,46,5,No issuse
OD2037,11/1/2024,Marathahalli,Delivered,UPI,11:33:54 PM,11:54:54 PM,11:56:54 PM,12:07:54 AM,1,Paneer Tikka,180,180,Weekend,Night,Non-Peak Time,0,0,21,2,11,34,33,5,No issuse
OD0597,11/9/2024,Malleswaram,Delivered,COD,5:42:54 PM,5:56:54 PM,5:58:54 PM,6:17:54 PM,2,Noodles,250,500,Weekend,Evening,Non-Peak Time,0,0,14,2,19,35,22,5,Delayed
OD1597,11/24/2024,MG Road,Delivered,Credit Card,4:19:21 PM,4:42:21 PM,4:45:21 PM,4:57:21 PM,1,Burger,210,210,Weekend,Evening,Non-Peak Time,0,0,23,3,12,38,38,5,No issuse
OD0036,11/1/2024,Marathahalli,Delivered,Online Payment,5:25:58 PM,5:39:58 PM,5:41:58 PM,5:53:58 PM,1,Samosa,20,20,Weekend,Evening,Non-Peak Time,0,0,14,2,12,28,22,5,Delayed
OD0527,11/8/2024,Jayanagar,Delivered,Online Payment,8:23:16 AM,9:00:16 AM,9:02:16 AM,9:22:16 AM,2,Puri Bhaji,150,300,Weekend,Morning,Peak time,0,0,37,2,20,59,29,20,Delayed
OD1989,11/30/2024,Jayanagar,Delivered,Credit Card,5:16:21 PM,5:43:21 PM,5:45:21 PM,5:58:21 PM,2,Chole Bhature,200,400,Weekend,Evening,Non-Peak Time,0,0,27,2,13,42,36,5,Delayed
OD0562,11/8/2024,BTM Layout,Cancelled,Not Required,,,,,0,Samosa,20,0,Weekend,Morning,Non-Peak Time,6,120,0,0,0,0,0,0,Cancelled
OD0598,11/9/2024,Indiranagar,Delivered,Online Payment,10:23:31 PM,10:40:31 PM,10:42:31 PM,10:53:31 PM,1,Burger,210,210,Weekend,Night,Non-Peak Time,0,0,17,2,11,30,33,5,No issuse
OD0732,11/11/2024,HSR Layout,Delivered,COD,10:21:18 AM,10:49:18 AM,10:52:18 AM,11:04:18 AM,3,Chole Bhature,200,600,Weekday,Morning,Non-Peak Time,0,0,28,3,12,43,44,5,No issuse
OD1249,11/19/2024,HSR Layout,Delivered,UPI,12:26:19 PM,12:48:19 PM,12:51:19 PM,1:04:19 PM,2,Veg Biryani,290,580,Weekday,Noon,Non-Peak Time,0,0,22,3,13,38,47,5,No issuse
OD0453,11/7/2024,Marathahalli,Delivered,COD,5:30:49 PM,6:29:49 PM,6:31:49 PM,6:49:49 PM,1,Chicken Tikka,355,355,Weekday,Evening,Non-Peak Time,0,0,59,2,18,79,22,5,Delayed
OD0261,11/4/2024,Koramangala,Delivered,UPI,4:04:20 PM,4:26:20 PM,4:28:20 PM,4:42:20 PM,2,Pav Bhaji,150,300,Weekday,Evening,Non-Peak Time,0,0,22,2,14,38,32,5,Delayed
OD1470,11/22/2024,Jayanagar,Delivered,COD,8:06:18 PM,8:54:18 PM,9:10:18 PM,9:58:18 PM,1,Noodles,250,250,Weekend,Night,Peak time,0,0,48,16,48,112,24,20,Delayed
OD0037,11/1/2024,MG Road,Delivered,COD,9:00:38 PM,9:27:38 PM,9:29:38 PM,10:04:38 PM,1,Fish Curry,190,190,Weekend,Night,Peak time,0,0,27,2,35,64,37,20,Delayed
