OrderID,Location,Item,Total Amount,Weekday Classification,Meal Time,Order Time,Food Preparation time,Driver Assign Time,Food Delivery Time,Standard Preparation time,Standard Driver Assign Time,Standard Delivery Time,Variance % Preparartion Time,Variance % Assign Time,Variance % Delivery Time,Preparation time,Assign Time,Delivery Time,Overall Remarks,Major Issuses,,
OD1298,Marathahalli,Masala Dosa,120,Weekday,Noon,Non-Peak Time,13,1,27,12,2,10,8.33%,-50.00%,170.00%,Slight Delay,Way Before Time,Immediate Attention,Risk,Delivery Time,,
OD0846,BTM Layout,Noodles,250,Weekday,Night,Peak time,16,13,31,10,2,15,60.00%,550.00%,106.67%,Delayed,Immediate Attention,Delayed,Risk,Assign Time,,
OD1232,Marathahalli,Masala Dosa,480,Weekday,Morning,Non-Peak Time,21,2,17,12,2,10,75.00%,0.00%,70.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD0083,Jayanagar,Aloo Paratha,110,Weekend,Morning,Non-Peak Time,39,7,13,10,2,12,290.00%,250.00%,8.33%,Immediate Attention,Immediate Attention,Slight Delay,Risk,"Preparation time,Assign Time",,
OD0166,Marathahalli,Samosa,40,Weekend,Evening,Non-Peak Time,31,6,28,10,2,10,210.00%,200.00%,180.00%,Immediate Attention,Immediate Attention,Immediate Attention,Risk,"Preparation time,Assign Time,Delivery Time",,
OD1179,Whitefield,Masala Dosa,360,Weekend,Morning,Peak time,49,2,51,12,2,15,308.33%,0.00%,240.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0978,BTM Layout,Veg Biryani,580,Weekend,Night,Peak time,26,2,43,25,2,15,4.00%,0.00%,186.67%,On Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD0433,Jayanagar,Fried Rice,500,Weekday,Night,Peak time,35,2,41,20,2,12,75.00%,0.00%,241.67%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD2021,Jayanagar,Tandoori Chicken,1080,Weekend,Night,Peak time,22,2,54,28,2,12,-21.43%,0.00%,350.00%,Way Before Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD1446,Koramangala,Poha,150,Weekend,Morning,Non-Peak Time,16,2,20,15,2,10,6.67%,0.00%,100.00%,Slight Delay,On Time,Delayed,Delivery Time,Delivery Time,,
OD1447,Jayanagar,Butter Naan,160,Weekend,Night,Peak time,37,14,53,10,2,12,270.00%,600.00%,341.67%,Immediate Attention,Immediate Attention,Immediate Attention,Risk,"Preparation time,Assign Time,Delivery Time",,
OD0355,Koramangala,Hakka Noodles,260,Weekday,Evening,Non-Peak Time,15,2,19,16,2,10,-6.25%,0.00%,90.00%,Before Time,On Time,Delayed,Delivery Time,Delivery Time,,
OD0085,Malleswaram,Hakka Noodles,260,Weekend,Noon,Non-Peak Time,21,2,15,16,2,10,31.25%,0.00%,50.00%,Slight Delay,On Time,Delayed,Delivery Time,Delivery Time,,
OD1235,Koramangala,Chicken Biryani,700,Weekday,Evening,Non-Peak Time,43,2,14,30,2,10,43.33%,0.00%,40.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1970,Jayanagar,Noodles,250,Weekend,Night,Non-Peak Time,55,1,18,10,2,12,450.00%,-50.00%,50.00%,Immediate Attention,Way Before Time,Delayed,Risk,Preparation time,,
OD1299,Indiranagar,Chicken Tikka,355,Weekday,Evening,Peak time,49,2,40,10,2,15,390.00%,0.00%,166.67%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0508,Jayanagar,Chole Bhature,400,Weekend,Noon,Non-Peak Time,56,3,10,22,2,12,154.55%,50.00%,-16.67%,Immediate Attention,Delayed,Way Before Time,Risk,Preparation time,,
OD1639,Whitefield,Samosa,100,Weekday,Evening,Non-Peak Time,51,1,20,10,2,15,410.00%,-50.00%,33.33%,Immediate Attention,Way Before Time,Slight Delay,Risk,Preparation time,,
OD0510,Whitefield,Chicken Tikka,355,Weekend,Night,Peak time,12,2,48,10,2,15,20.00%,0.00%,220.00%,Slight Delay,On Time,Immediate Attention,Risk,Delivery Time,,
OD1514,Whitefield,Chicken Biryani,350,Weekend,Night,Non-Peak Time,33,2,18,30,2,15,10.00%,0.00%,20.00%,Slight Delay,On Time,Slight Delay,"Preparation time,Delivery Time",Delivery Time,,
OD1449,Malleswaram,Chicken Tikka,355,Weekend,Noon,Non-Peak Time,11,2,25,10,2,10,10.00%,0.00%,150.00%,Slight Delay,On Time,Immediate Attention,Risk,Delivery Time,,
OD0086,BTM Layout,Poha,150,Weekend,Morning,Non-Peak Time,39,2,11,15,2,15,160.00%,0.00%,-26.67%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD1300,Whitefield,Chicken Tikka,355,Weekday,Noon,Non-Peak Time,40,2,10,10,2,15,300.00%,0.00%,-33.33%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD1773,Koramangala,Veg Biryani,580,Weekday,Night,Non-Peak Time,40,2,13,25,2,10,60.00%,0.00%,30.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD1037,Jayanagar,Idli,195,Weekend,Morning,Non-Peak Time,24,2,16,15,2,12,60.00%,0.00%,33.33%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD0649,Whitefield,Idli,130,Weekend,Morning,Non-Peak Time,23,2,16,15,2,15,53.33%,0.00%,6.67%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD1450,HSR Layout,Masala Dosa,120,Weekend,Evening,Non-Peak Time,24,4,15,12,2,20,100.00%,100.00%,-25.00%,Delayed,Delayed,Way Before Time,"Preparation time,Assign Time","Preparation time,Assign Time",,
OD1840,Marathahalli,Fried Rice,500,Weekday,Evening,Non-Peak Time,31,2,17,20,2,10,55.00%,0.00%,70.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD1104,Indiranagar,Chole Bhature,400,Weekend,Morning,Peak time,38,2,21,22,2,15,72.73%,0.00%,40.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1515,Marathahalli,Sushi,350,Weekend,Noon,Non-Peak Time,43,2,19,26,2,10,65.38%,0.00%,90.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD0915,Jayanagar,Veg Biryani,580,Weekday,Noon,Non-Peak Time,31,2,14,25,2,12,24.00%,0.00%,16.67%,Slight Delay,On Time,Slight Delay,"Preparation time,Delivery Time",Preparation time,,
OD0848,Koramangala,Poha,150,Weekday,Night,Peak time,30,1,29,15,2,10,100.00%,-50.00%,190.00%,Delayed,Way Before Time,Immediate Attention,Risk,Delivery Time,,
OD1451,MG Road,Ghee Upma,198,Weekend,Morning,Non-Peak Time,10,2,42,18,2,20,-44.44%,0.00%,110.00%,Way Before Time,On Time,Delayed,Delivery Time,Delivery Time,,
OD0714,Jayanagar,Aloo Paratha,220,Weekday,Morning,Peak time,35,2,12,10,2,12,250.00%,0.00%,0.00%,Immediate Attention,On Time,On Time,Risk,Preparation time,,
OD0585,Whitefield,Idli,65,Weekend,Morning,Non-Peak Time,59,2,11,15,2,15,293.33%,0.00%,-26.67%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD0586,Malleswaram,Puri Bhaji,150,Weekend,Morning,Non-Peak Time,46,1,13,15,2,10,206.67%,-50.00%,30.00%,Immediate Attention,Way Before Time,Slight Delay,Risk,Preparation time,,
OD1516,Malleswaram,Chole Bhature,400,Weekend,Morning,Peak time,83,2,11,22,2,10,277.27%,0.00%,10.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0587,Koramangala,Noodles,250,Weekend,Noon,Non-Peak Time,14,2,12,10,2,10,40.00%,0.00%,20.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD1301,Whitefield,Burger,210,Weekday,Night,Peak time,58,2,41,16,2,15,262.50%,0.00%,173.33%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0087,Whitefield,Paneer Tikka,180,Weekend,Night,Non-Peak Time,58,2,12,21,2,15,176.19%,0.00%,-20.00%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD0785,Whitefield,Masala Dosa,120,Weekday,Noon,Non-Peak Time,42,2,14,12,2,15,250.00%,0.00%,-6.67%,Immediate Attention,On Time,Before Time,Risk,Preparation time,,
OD1105,BTM Layout,Ghee Upma,198,Weekend,Morning,Peak time,30,2,24,18,2,15,66.67%,0.00%,60.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1038,Malleswaram,Fried Rice,500,Weekend,Evening,Peak time,47,2,11,20,2,10,135.00%,0.00%,10.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD0715,Jayanagar,Chicken Biryani,1050,Weekend,Evening,Non-Peak Time,30,2,20,30,2,12,0.00%,0.00%,66.67%,On Time,On Time,Delayed,Delivery Time,Delivery Time,,
OD1775,HSR Layout,Burger,210,Weekday,Evening,Peak time,24,15,31,16,2,20,50.00%,650.00%,55.00%,Delayed,Immediate Attention,Delayed,Risk,Assign Time,,
OD0651,Whitefield,Idli,195,Weekend,Morning,Peak time,58,2,44,15,2,15,286.67%,0.00%,193.33%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0018,Marathahalli,Chicken Curry,650,Weekend,Evening,Non-Peak Time,12,2,28,20,2,10,-40.00%,0.00%,180.00%,Way Before Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD1452,MG Road,Noodles,250,Weekend,Noon,Non-Peak Time,24,2,14,10,2,20,140.00%,0.00%,-30.00%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD1584,HSR Layout,Idli,65,Weekend,Morning,Peak time,45,12,13,15,2,20,200.00%,500.00%,-35.00%,Immediate Attention,Immediate Attention,Way Before Time,Risk,"Preparation time,Assign Time",,
OD1907,Whitefield,Fried Rice,500,Weekend,Night,Peak time,45,12,58,20,2,15,125.00%,500.00%,286.67%,Delayed,Immediate Attention,Immediate Attention,Risk,"Assign Time,Delivery Time",,
OD0916,Indiranagar,Puri Bhaji,300,Weekday,Morning,Peak time,40,16,12,15,2,15,166.67%,700.00%,-20.00%,Immediate Attention,Immediate Attention,Way Before Time,Risk,"Preparation time,Assign Time",,
OD0917,HSR Layout,Idli,65,Weekday,Morning,Peak time,39,17,11,15,2,20,160.00%,750.00%,-45.00%,Immediate Attention,Immediate Attention,Way Before Time,Risk,"Preparation time,Assign Time",,
OD0167,HSR Layout,Paneer Paratha,160,Weekend,Morning,Peak time,46,2,41,18,2,20,155.56%,0.00%,105.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0357,Whitefield,Poha,150,Weekday,Morning,Peak time,52,2,60,15,2,15,246.67%,0.00%,300.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0514,Marathahalli,Chicken Curry,650,Weekend,Night,Peak time,52,2,52,20,2,10,160.00%,0.00%,420.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0786,Malleswaram,Fish Curry,190,Weekday,Night,Peak time,52,2,52,15,2,10,246.67%,0.00%,420.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD1039,Whitefield,Veg Biryani,580,Weekend,Evening,Non-Peak Time,51,2,14,25,2,15,104.00%,0.00%,-6.67%,Delayed,On Time,Before Time,Preparation time,Preparation time,,
OD1642,BTM Layout,Veg Biryani,580,Weekday,Noon,Non-Peak Time,36,2,11,25,2,15,44.00%,0.00%,-26.67%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD0787,Marathahalli,Veg Biryani,580,Weekday,Evening,Non-Peak Time,37,2,14,25,2,10,48.00%,0.00%,40.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD0918,Jayanagar,Idli,65,Weekday,Morning,Peak time,12,2,42,15,2,12,-20.00%,0.00%,250.00%,Way Before Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD1908,Jayanagar,Noodles,250,Weekend,Noon,Non-Peak Time,14,2,19,10,2,12,40.00%,0.00%,58.33%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD0849,Marathahalli,Puri Bhaji,300,Weekday,Morning,Peak time,44,2,22,15,2,10,193.33%,0.00%,120.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0652,Koramangala,Paneer Tikka,180,Weekend,Evening,Non-Peak Time,47,2,14,21,2,10,123.81%,0.00%,40.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1040,Koramangala,Hakka Noodles,260,Weekend,Evening,Non-Peak Time,22,3,11,16,2,10,37.50%,50.00%,10.00%,Slight Delay,Delayed,Slight Delay,Assign Time,Assign Time,,
OD1106,Whitefield,Fried Rice,500,Weekend,Night,Peak time,10,2,58,20,2,15,-50.00%,0.00%,286.67%,Way Before Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD1378,Indiranagar,Paneer Tikka,180,Weekend,Night,Peak time,13,7,39,21,2,15,-38.10%,250.00%,160.00%,Way Before Time,Immediate Attention,Immediate Attention,Risk,"Assign Time,Delivery Time",,
OD1517,BTM Layout,Butter Chicken,945,Weekend,Noon,Non-Peak Time,26,2,14,15,2,15,73.33%,0.00%,-6.67%,Delayed,On Time,Before Time,Preparation time,Preparation time,,
OD0358,BTM Layout,Fried Rice,500,Weekday,Night,Peak time,27,2,38,20,2,15,35.00%,0.00%,153.33%,Slight Delay,On Time,Immediate Attention,Risk,Delivery Time,,
OD0589,Marathahalli,Burger,210,Weekend,Night,Peak time,40,2,28,16,2,10,150.00%,0.00%,180.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0921,Whitefield,Butter Chicken,945,Weekday,Evening,Non-Peak Time,27,2,15,15,2,15,80.00%,0.00%,0.00%,Delayed,On Time,On Time,Preparation time,Preparation time,,
OD1644,Marathahalli,Fish Curry,190,Weekday,Evening,Non-Peak Time,40,3,21,15,2,10,166.67%,50.00%,110.00%,Immediate Attention,Delayed,Delayed,Risk,Preparation time,,
OD1453,Koramangala,Pav Bhaji,300,Weekend,Noon,Non-Peak Time,46,3,12,20,2,10,130.00%,50.00%,20.00%,Delayed,Delayed,Slight Delay,"Preparation time,Assign Time",Preparation time,,
OD2025,Marathahalli,Poha,75,Weekend,Morning,Non-Peak Time,58,2,18,15,2,10,286.67%,0.00%,80.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD1973,BTM Layout,Aloo Paratha,110,Weekend,Morning,Peak time,26,2,41,10,2,15,160.00%,0.00%,173.33%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0717,Indiranagar,Masala Dosa,240,Weekday,Morning,Non-Peak Time,24,1,15,12,2,15,100.00%,-50.00%,0.00%,Delayed,Way Before Time,On Time,Preparation time,Preparation time,,
OD1975,HSR Layout,Puri Bhaji,750,Weekend,Morning,Non-Peak Time,37,2,13,15,2,20,146.67%,0.00%,-35.00%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD0090,Indiranagar,Butter Naan,160,Weekend,Noon,Non-Peak Time,12,2,26,10,2,15,20.00%,0.00%,73.33%,Slight Delay,On Time,Delayed,Delivery Time,Delivery Time,,
OD0922,Indiranagar,Masala Dosa,120,Weekday,Evening,Non-Peak Time,47,3,10,12,2,15,291.67%,50.00%,-33.33%,Immediate Attention,Delayed,Way Before Time,Risk,Preparation time,,
OD1976,Marathahalli,Poha,150,Weekend,Morning,Non-Peak Time,21,2,11,15,2,10,40.00%,0.00%,10.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD0853,Marathahalli,Butter Naan,160,Weekday,Night,Peak time,14,16,50,10,2,10,40.00%,700.00%,400.00%,Delayed,Immediate Attention,Immediate Attention,Risk,"Assign Time,Delivery Time",,
OD1379,MG Road,Masala Dosa,120,Weekday,Night,Peak time,35,2,31,12,2,20,191.67%,0.00%,55.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0360,Jayanagar,Mutton Biryani,780,Weekday,Night,Peak time,51,11,46,35,2,12,45.71%,450.00%,283.33%,Delayed,Immediate Attention,Immediate Attention,Risk,"Assign Time,Delivery Time",,
OD0309,Marathahalli,Hakka Noodles,260,Weekday,Noon,Non-Peak Time,21,2,28,16,2,10,31.25%,0.00%,180.00%,Slight Delay,On Time,Immediate Attention,Risk,Delivery Time,,
OD0091,Jayanagar,Idli,195,Weekend,Morning,Non-Peak Time,27,2,12,15,2,12,80.00%,0.00%,0.00%,Delayed,On Time,On Time,Preparation time,Preparation time,,
OD0019,Whitefield,Puri Bhaji,300,Weekend,Morning,Peak time,50,1,60,15,2,15,233.33%,-50.00%,300.00%,Immediate Attention,Way Before Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD1909,Indiranagar,Masala Dosa,120,Weekend,Evening,Non-Peak Time,26,2,14,12,2,15,116.67%,0.00%,-6.67%,Delayed,On Time,Before Time,Preparation time,Preparation time,,
OD2026,Koramangala,Noodles,250,Weekend,Night,Non-Peak Time,24,1,12,10,2,10,140.00%,-50.00%,20.00%,Delayed,Way Before Time,Slight Delay,Preparation time,Preparation time,,
OD0435,Brigade Road,Idli,195,Weekday,Morning,Peak time,48,4,16,15,2,22,220.00%,100.00%,-27.27%,Immediate Attention,Delayed,Way Before Time,Risk,Preparation time,,
OD0020,Koramangala,Fried Rice,500,Weekend,Night,Peak time,17,14,23,20,2,10,-15.00%,600.00%,130.00%,Way Before Time,Immediate Attention,Delayed,Risk,Assign Time,,
OD1042,BTM Layout,Burger,210,Weekend,Night,Peak time,30,2,37,16,2,15,87.50%,0.00%,146.67%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD1183,Marathahalli,Noodles,500,Weekday,Evening,Peak time,52,2,51,10,2,10,420.00%,0.00%,410.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0788,Whitefield,Masala Dosa,120,Weekday,Night,Peak time,39,2,44,12,2,15,225.00%,0.00%,193.33%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD1979,Jayanagar,Samosa,60,Weekend,Evening,Non-Peak Time,24,2,11,10,2,12,140.00%,0.00%,-8.33%,Delayed,On Time,Before Time,Preparation time,Preparation time,,
OD0654,Whitefield,Fried Rice,500,Weekend,Noon,Non-Peak Time,25,2,20,20,2,15,25.00%,0.00%,33.33%,Slight Delay,On Time,Slight Delay,"Preparation time,Delivery Time",Delivery Time,,
OD1645,Whitefield,Puri Bhaji,150,Weekday,Morning,Non-Peak Time,57,2,13,15,2,15,280.00%,0.00%,-13.33%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD1044,Jayanagar,Paneer Paratha,160,Weekend,Morning,Peak time,51,2,34,18,2,12,183.33%,0.00%,183.33%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0251,Indiranagar,Poha,300,Weekday,Morning,Peak time,26,2,26,15,2,15,73.33%,0.00%,73.33%,Delayed,On Time,Delayed,"Preparation time,Delivery Time","Preparation time,Delivery Time",,
OD1380,HSR Layout,Masala Dosa,120,Weekday,Morning,Peak time,37,15,12,12,2,20,208.33%,650.00%,-40.00%,Immediate Attention,Immediate Attention,Way Before Time,Risk,"Preparation time,Assign Time",,
OD1381,Jayanagar,Pizza,1350,Weekday,Night,Peak time,47,2,15,26,2,12,80.77%,0.00%,25.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD0854,Malleswaram,Idli,130,Weekend,Morning,Peak time,48,2,13,15,2,10,220.00%,0.00%,30.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD1045,Marathahalli,Chicken Biryani,700,Weekend,Noon,Non-Peak Time,40,2,11,30,2,10,33.33%,0.00%,10.00%,Slight Delay,On Time,Slight Delay,"Preparation time,Delivery Time",Preparation time,,
OD1308,Koramangala,Masala Dosa,120,Weekday,Night,Peak time,10,11,34,12,2,10,-16.67%,450.00%,240.00%,Way Before Time,Immediate Attention,Immediate Attention,Risk,"Assign Time,Delivery Time",,
OD1046,Marathahalli,Paneer Paratha,320,Weekend,Morning,Non-Peak Time,47,2,27,18,2,10,161.11%,0.00%,170.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0590,Jayanagar,Fish Curry,190,Weekend,Night,Peak time,25,2,50,15,2,12,66.67%,0.00%,316.67%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD0656,Koramangala,Fried Rice,500,Weekend,Night,Peak time,44,2,14,20,2,10,120.00%,0.00%,40.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD0092,Koramangala,Sushi,350,Weekend,Noon,Non-Peak Time,46,2,10,26,2,10,76.92%,0.00%,0.00%,Delayed,On Time,On Time,Preparation time,Preparation time,,
OD1589,Koramangala,Idli,130,Weekend,Noon,Non-Peak Time,19,4,14,15,2,10,26.67%,100.00%,40.00%,Slight Delay,Delayed,Delayed,"Assign Time,Delivery Time",Assign Time,,
OD1911,Marathahalli,Fried Rice,500,Weekend,Evening,Non-Peak Time,36,2,29,20,2,10,80.00%,0.00%,190.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD0855,Malleswaram,Idli,65,Weekday,Morning,Peak time,80,2,16,15,2,10,433.33%,0.00%,60.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0311,Jayanagar,Pizza,1350,Weekday,Night,Peak time,21,2,54,26,2,12,-19.23%,0.00%,350.00%,Way Before Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD1455,Marathahalli,Paneer Tikka,180,Weekend,Night,Peak time,49,6,28,21,2,10,133.33%,200.00%,180.00%,Delayed,Immediate Attention,Immediate Attention,Risk,"Assign Time,Delivery Time",,
OD2027,Marathahalli,Veg Biryani,580,Weekend,Noon,Non-Peak Time,15,2,26,25,2,10,-40.00%,0.00%,160.00%,Way Before Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD1842,Malleswaram,Idli,260,Weekday,Morning,Non-Peak Time,23,2,15,15,2,10,53.33%,0.00%,50.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD0093,Koramangala,Noodles,250,Weekend,Noon,Non-Peak Time,24,4,14,10,2,10,140.00%,100.00%,40.00%,Delayed,Delayed,Delayed,"Preparation time,Assign Time,Delivery Time",Preparation time,,
OD0926,Jayanagar,Mutton Biryani,780,Weekday,Night,Non-Peak Time,59,2,13,35,2,12,68.57%,0.00%,8.33%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD1185,Jayanagar,Chole Bhature,400,Weekend,Morning,Peak time,73,2,13,22,2,12,231.82%,0.00%,8.33%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0312,Koramangala,Paneer Paratha,480,Weekday,Morning,Non-Peak Time,50,6,13,18,2,10,177.78%,200.00%,30.00%,Immediate Attention,Immediate Attention,Slight Delay,Risk,"Preparation time,Assign Time",,
OD1521,Malleswaram,Ghee Upma,99,Weekend,Morning,Peak time,31,7,14,18,2,10,72.22%,250.00%,40.00%,Delayed,Immediate Attention,Delayed,Risk,Assign Time,,
OD0094,BTM Layout,Chicken Tikka,355,Weekend,Evening,Non-Peak Time,19,2,14,10,2,15,90.00%,0.00%,-6.67%,Delayed,On Time,Before Time,Preparation time,Preparation time,,
OD0023,Malleswaram,Butter Naan,160,Weekend,Night,Peak time,24,2,30,10,2,10,140.00%,0.00%,200.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD0927,Koramangala,Masala Dosa,120,Weekday,Night,Non-Peak Time,15,4,11,12,2,10,25.00%,100.00%,10.00%,Slight Delay,Delayed,Slight Delay,Assign Time,Assign Time,,
OD0518,Koramangala,Masala Dosa,120,Weekend,Evening,Non-Peak Time,17,2,21,12,2,10,41.67%,0.00%,110.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD0172,Malleswaram,Veg Biryani,580,Weekend,Evening,Non-Peak Time,47,6,13,25,2,10,88.00%,200.00%,30.00%,Delayed,Immediate Attention,Slight Delay,Risk,Assign Time,,
OD0095,BTM Layout,Aloo Paratha,550,Weekend,Morning,Peak time,38,17,10,10,2,15,280.00%,750.00%,-33.33%,Immediate Attention,Immediate Attention,Way Before Time,Risk,"Preparation time,Assign Time",,
OD1912,MG Road,Fried Rice,500,Weekend,Night,Peak time,47,2,28,20,2,20,135.00%,0.00%,40.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD2028,Koramangala,Chicken Curry,650,Weekend,Night,Peak time,61,2,14,20,2,10,205.00%,0.00%,40.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0657,Indiranagar,Butter Chicken,945,Weekend,Evening,Non-Peak Time,23,2,15,15,2,15,53.33%,0.00%,0.00%,Delayed,On Time,On Time,Preparation time,Preparation time,,
OD1590,MG Road,Masala Dosa,120,Weekend,Morning,Peak time,77,2,21,12,2,20,541.67%,0.00%,5.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD2029,Malleswaram,Pasta,500,Weekend,Night,Peak time,48,2,13,29,2,10,65.52%,0.00%,30.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD0658,Indiranagar,Samosa,100,Weekend,Night,Non-Peak Time,22,1,15,10,2,15,120.00%,-50.00%,0.00%,Delayed,Way Before Time,On Time,Preparation time,Preparation time,,
OD1722,Indiranagar,Fried Rice,500,Weekday,Night,Peak time,20,2,40,20,2,15,0.00%,0.00%,166.67%,On Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD1646,Jayanagar,Masala Dosa,120,Weekday,Noon,Non-Peak Time,57,2,14,12,2,12,375.00%,0.00%,16.67%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD2030,Whitefield,Poha,75,Weekend,Morning,Peak time,47,8,41,15,2,15,213.33%,300.00%,173.33%,Immediate Attention,Immediate Attention,Immediate Attention,Risk,"Preparation time,Assign Time,Delivery Time",,
OD1186,Marathahalli,Tandoori Chicken,1080,Weekday,Noon,Non-Peak Time,43,2,24,28,2,10,53.57%,0.00%,140.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD1310,Koramangala,Masala Dosa,120,Weekday,Noon,Non-Peak Time,23,2,11,12,2,10,91.67%,0.00%,10.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD1723,Whitefield,Pav Bhaji,300,Weekday,Night,Peak time,22,7,33,20,2,15,10.00%,250.00%,120.00%,Slight Delay,Immediate Attention,Delayed,Risk,Assign Time,,
OD0789,Indiranagar,Chicken Curry,650,Weekday,Evening,Non-Peak Time,59,2,13,20,2,15,195.00%,0.00%,-13.33%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD0719,Koramangala,Poha,150,Weekday,Morning,Peak time,42,13,12,15,2,10,180.00%,550.00%,20.00%,Immediate Attention,Immediate Attention,Slight Delay,Risk,"Preparation time,Assign Time",,
OD0252,Whitefield,Ghee Upma,198,Weekday,Morning,Non-Peak Time,43,2,14,18,2,15,138.89%,0.00%,-6.67%,Delayed,On Time,Before Time,Preparation time,Preparation time,,
OD1458,HSR Layout,Fish Curry,190,Weekend,Night,Peak time,54,3,14,15,2,20,260.00%,50.00%,-30.00%,Immediate Attention,Delayed,Way Before Time,Risk,Preparation time,,
