OrderID,Order Date,Location,Order Status,Payment Method,Preparation Start time,Preparation End time,Delivery Start Time,Delivery End Time
OD2033,11/1/2024,BTM Layout,Delivered,UPI,3:21:15 PM,3:45:15 PM,3:46:15 PM,3:58:15 PM
OD1312,11/1/2024,BTM Layout,Delivered,COD,3:50:30 PM,4:09:30 PM,4:11:30 PM,4:25:30 PM
OD1526,11/23/2024,HSR Layout,Delivered,COD,9:42:05 PM,10:02:05 PM,10:04:05 PM,10:29:05 PM
OD0177,11/3/2024,Koramangala,Delivered,Online Payment,11:19:51 AM,11:40:51 AM,11:42:51 AM,11:53:51 AM
OD1984,11/30/2024,BTM Layout,Delivered,COD,11:50:49 PM,12:03:49 AM,12:05:49 AM,12:15:49 AM
OD0372,11/23/2024,Koramangala,Delivered,Online Payment,2:12:59 PM,2:41:59 PM,2:43:59 PM,2:55:59 PM
OD0991,11/15/2024,Whitefield,Delivered,COD,10:49:08 PM,11:34:08 PM,11:36:08 PM,11:47:08 PM
OD1781,11/27/2024,MG Road,Delivered,Online Payment,5:14:18 PM,5:25:18 PM,5:27:18 PM,5:44:18 PM
OD1462,11/22/2024,Malleswaram,Delivered,COD,8:00:05 PM,8:27:05 PM,8:29:05 PM,9:04:05 PM
OD1527,11/23/2024,BTM Layout,Delivered,COD,12:28:49 PM,12:44:49 PM,12:46:49 PM,1:08:49 PM
OD1846,11/28/2024,Malleswaram,Delivered,UPI,11:53:21 AM,12:08:21 PM,12:10:21 PM,12:23:21 PM
OD1782,11/27/2024,Whitefield,Delivered,Online Payment,8:47:44 AM,9:00:44 AM,9:02:44 AM,9:52:44 AM
OD0442,11/7/2024,Malleswaram,Delivered,Online Payment,2:21:18 PM,2:31:18 PM,2:34:18 PM,2:45:18 PM
OD0443,11/7/2024,HSR Layout,Delivered,Credit Card,8:11:47 AM,9:00:47 AM,9:17:47 AM,9:27:47 AM
OD1389,11/21/2024,Malleswaram,Delivered,UPI,10:54:47 AM,11:06:47 AM,11:08:47 AM,11:32:47 AM
OD0444,11/7/2024,HSR Layout,Delivered,Online Payment,10:40:28 PM,10:50:28 PM,10:52:28 PM,11:17:28 PM
OD0373,11/6/2024,MG Road,Delivered,UPI,1:51:44 PM,2:12:44 PM,2:14:44 PM,2:26:44 PM
OD0374,11/6/2024,Indiranagar,Delivered,COD,8:03:04 AM,8:18:04 AM,8:20:04 AM,8:57:04 AM
OD1189,11/18/2024,Malleswaram,Delivered,UPI,12:49:15 PM,1:13:15 PM,1:15:15 PM,1:29:15 PM
OD0257,11/4/2024,BTM Layout,Delivered,COD,5:59:01 PM,6:28:01 PM,6:32:01 PM,6:46:01 PM
OD1847,11/28/2024,MG Road,Delivered,UPI,8:44:39 AM,9:17:39 AM,9:21:39 AM,10:03:39 AM
OD1848,11/28/2024,Koramangala,Delivered,Credit Card,9:56:30 AM,10:18:30 AM,10:20:30 AM,10:35:30 AM
OD0859,11/13/2024,Whitefield,Delivered,COD,8:27:37 AM,8:56:37 AM,8:58:37 AM,9:33:37 AM
OD1190,11/18/2024,MG Road,Delivered,UPI,8:35:30 AM,8:49:30 AM,8:51:30 AM,9:05:30 AM
OD1528,11/23/2024,HSR Layout,Delivered,Online Payment,8:01:14 AM,8:58:14 AM,9:00:14 AM,9:45:14 AM
OD0725,11/11/2024,Whitefield,Delivered,Online Payment,6:22:50 PM,6:51:50 PM,6:53:50 PM,7:05:50 PM
OD0100,11/2/2024,BTM Layout,Delivered,Credit Card,9:28:34 PM,9:52:34 PM,9:54:34 PM,10:09:34 PM
OD0793,11/12/2024,Jayanagar,Delivered,UPI,8:34:03 AM,9:20:03 AM,9:22:03 AM,9:39:03 AM
OD0929,11/14/2024,Brigade Road,Delivered,COD,8:36:40 AM,8:57:40 AM,8:59:40 AM,10:15:40 AM
OD1463,11/22/2024,BTM Layout,Delivered,Credit Card,11:25:21 PM,11:36:21 PM,11:38:21 PM,11:50:21 PM
OD0794,11/12/2024,Indiranagar,Delivered,Online Payment,4:48:30 PM,5:06:30 PM,5:08:30 PM,5:23:30 PM
OD1621,11/24/2024,Jayanagar,Cancelled,Not Required,NA,NA,NA,NA
OD1191,11/18/2024,Koramangala,Delivered,UPI,7:24:03 PM,8:07:03 PM,8:09:03 PM,8:22:03 PM
OD2034,11/1/2024,Marathahalli,Delivered,UPI,4:54:08 PM,5:06:08 PM,5:09:08 PM,5:21:08 PM
OD0026,11/1/2024,Indiranagar,Delivered,Credit Card,6:25:47 PM,6:52:47 PM,6:54:47 PM,7:07:47 PM
OD0726,11/11/2024,Jayanagar,Delivered,UPI,10:37:59 AM,11:28:59 AM,11:30:59 AM,11:44:59 AM
OD0992,11/15/2024,HSR Layout,Delivered,Credit Card,1:43:34 PM,1:59:34 PM,2:01:34 PM,2:13:34 PM
OD0375,11/6/2024,Whitefield,Delivered,COD,8:51:15 AM,10:23:15 AM,10:25:15 AM,10:39:15 AM
OD0101,11/2/2024,Malleswaram,Delivered,UPI,9:27:31 AM,9:48:31 AM,9:50:31 AM,10:15:31 AM
OD1050,11/16/2024,HSR Layout,Delivered,COD,7:50:41 PM,8:01:41 PM,8:03:41 PM,8:32:41 PM
OD0445,11/7/2024,Jayanagar,Delivered,Online Payment,12:54:35 PM,1:16:35 PM,1:17:35 PM,1:32:35 PM
OD1244,11/2/2024,Koramangala,Delivered,COD,11:50:42 AM,12:03:42 PM,12:05:42 PM,12:20:42 PM
OD0258,11/2/2024,Jayanagar,Delivered,Online Payment,5:34:10 PM,5:49:10 PM,5:54:10 PM,6:10:10 PM
OD0376,11/6/2024,Indiranagar,Delivered,Credit Card,10:27:22 AM,10:40:22 AM,10:42:22 AM,10:59:22 AM
OD1783,11/27/2024,Marathahalli,Delivered,UPI,4:20:37 PM,5:18:37 PM,5:20:37 PM,5:46:37 PM
OD1110,11/17/2024,BTM Layout,Delivered,Credit Card,12:10:42 PM,12:23:42 PM,12:25:42 PM,12:40:42 PM
OD0102,11/2/2024,Koramangala,Delivered,COD,8:55:23 AM,9:05:23 AM,9:18:23 AM,9:35:23 AM
OD0521,11/8/2024,MG Road,Delivered,COD,2:25:56 PM,2:38:56 PM,2:40:56 PM,2:55:56 PM
OD0446,11/7/2024,MG Road,Delivered,UPI,6:53:57 PM,7:10:57 PM,7:12:57 PM,7:31:57 PM
OD1192,11/18/2024,HSR Layout,Delivered,COD,7:07:55 PM,7:38:55 PM,7:40:55 PM,7:52:55 PM
OD0259,11/4/2024,Koramangala,Delivered,Credit Card,8:19:59 AM,8:39:59 AM,8:41:59 AM,8:55:59 AM
OD1193,11/18/2024,Jayanagar,Delivered,COD,6:58:45 PM,7:19:45 PM,7:21:45 PM,7:36:45 PM
OD1916,11/29/2024,MG Road,Delivered,UPI,1:21:50 PM,1:37:50 PM,1:39:50 PM,2:01:50 PM
OD0860,11/13/2024,Koramangala,Delivered,Online Payment,10:07:05 PM,10:29:05 PM,10:44:05 PM,11:00:05 PM
OD0027,11/1/2024,Indiranagar,Delivered,Credit Card,4:07:05 PM,4:19:05 PM,4:21:05 PM,4:32:05 PM
OD0795,11/12/2024,MG Road,Delivered,COD,1:42:30 PM,2:04:30 PM,2:06:30 PM,2:21:30 PM
OD1194,11/18/2024,Whitefield,Delivered,COD,7:26:11 PM,8:25:11 PM,8:27:11 PM,9:21:11 PM
OD0178,11/3/2024,Whitefield,Delivered,Credit Card,1:56:46 PM,2:35:46 PM,2:37:46 PM,2:47:46 PM
OD0377,11/6/2024,Jayanagar,Delivered,UPI,10:58:46 AM,11:17:46 AM,11:19:46 AM,11:36:46 AM
OD1390,11/21/2024,Marathahalli,Delivered,Credit Card,7:21:37 PM,8:16:37 PM,8:18:37 PM,9:15:37 PM
OD0378,11/6/2024,Indiranagar,Delivered,Credit Card,2:58:50 PM,3:13:50 PM,3:15:50 PM,3:28:50 PM
OD0179,11/3/2024,Koramangala,Delivered,UPI,11:00:32 PM,11:22:32 PM,11:25:32 PM,11:36:32 PM
OD1849,11/28/2024,Koramangala,Delivered,Credit Card,11:18:32 AM,11:42:32 AM,11:44:32 AM,11:59:32 AM
OD0796,11/12/2024,Jayanagar,Delivered,Online Payment,9:02:37 PM,9:42:37 PM,9:45:37 PM,10:30:37 PM
OD0028,11/1/2024,Koramangala,Delivered,Online Payment,6:45:35 PM,7:31:35 PM,7:34:35 PM,7:47:35 PM
OD0522,11/8/2024,Jayanagar,Delivered,Credit Card,8:41:35 PM,9:14:35 PM,9:21:35 PM,9:36:35 PM
OD1985,11/30/2024,Whitefield,Delivered,COD,11:54:10 AM,12:07:10 PM,12:09:10 PM,12:44:10 PM
OD0523,11/8/2024,Indiranagar,Delivered,COD,3:40:29 PM,4:05:29 PM,4:07:29 PM,4:20:29 PM
OD1245,11/30/2024,BTM Layout,Delivered,UPI,8:24:42 AM,8:47:42 AM,9:04:42 AM,9:18:42 AM
OD0861,11/13/2024,Koramangala,Delivered,COD,4:26:19 PM,4:36:19 PM,4:38:19 PM,4:49:19 PM
OD0029,11/1/2024,BTM Layout,Delivered,Credit Card,12:58:47 PM,1:12:47 PM,1:14:47 PM,1:28:47 PM
OD0030,11/1/2024,Marathahalli,Delivered,COD,11:51:17 PM,12:43:17 AM,12:45:17 AM,1:12:17 AM
OD0447,11/7/2024,MG Road,Delivered,UPI,9:15:41 PM,9:42:41 PM,9:44:41 PM,10:15:41 PM
OD0993,11/15/2024,MG Road,Delivered,COD,10:52:21 PM,11:07:21 PM,11:09:21 PM,11:22:21 PM
OD0930,11/14/2024,Koramangala,Delivered,COD,9:44:14 PM,10:14:14 PM,10:18:14 PM,10:45:14 PM
OD1111,11/17/2024,Whitefield,Delivered,UPI,7:39:45 PM,8:02:45 PM,8:04:45 PM,8:38:45 PM
OD1464,11/22/2024,Jayanagar,Delivered,Credit Card,11:59:53 AM,12:11:53 PM,12:13:53 PM,12:29:53 PM
OD1727,11/26/2024,BTM Layout,Delivered,Credit Card,2:14:54 PM,2:24:54 PM,2:26:54 PM,2:39:54 PM
OD1593,11/24/2024,Brigade Road,Delivered,UPI,6:12:11 PM,6:33:11 PM,6:35:11 PM,6:48:11 PM
OD0797,11/12/2024,Marathahalli,Delivered,COD,2:33:06 PM,2:59:06 PM,3:01:06 PM,3:21:06 PM
OD1112,11/17/2024,HSR Layout,Delivered,COD,8:32:08 AM,8:44:08 AM,8:46:08 AM,9:02:08 AM
OD1313,11/20/2024,Indiranagar,Delivered,COD,2:39:29 PM,3:03:29 PM,3:06:29 PM,3:20:29 PM
OD1051,11/16/2024,Whitefield,Delivered,COD,11:00:46 AM,11:58:46 AM,12:00:46 PM,12:11:46 PM
OD1728,11/26/2024,Koramangala,Delivered,Credit Card,7:24:15 PM,7:44:15 PM,7:55:15 PM,8:09:15 PM
OD1729,11/26/2024,Malleswaram,Delivered,COD,4:08:00 PM,4:29:00 PM,4:31:00 PM,4:46:00 PM
OD0862,11/13/2024,Malleswaram,Delivered,Credit Card,7:28:14 PM,7:57:14 PM,7:59:14 PM,8:30:14 PM
OD1246,11/19/2024,Indiranagar,Delivered,Online Payment,9:36:45 AM,9:59:45 AM,10:01:45 AM,10:12:45 AM
OD0931,11/14/2024,Indiranagar,Delivered,Online Payment,12:22:58 PM,12:42:58 PM,12:44:58 PM,12:59:58 PM
OD0594,11/9/2024,Brigade Road,Delivered,UPI,2:44:40 PM,3:03:40 PM,3:05:40 PM,3:24:40 PM
OD0932,11/14/2024,Koramangala,Delivered,COD,5:24:33 PM,5:46:33 PM,5:48:33 PM,6:02:33 PM
OD1622,11/24/2024,Whitefield,Cancelled,Not Required,NA,NA,NA,NA
OD0524,11/8/2024,Koramangala,Delivered,Online Payment,6:09:55 PM,6:47:55 PM,6:49:55 PM,7:22:55 PM
OD0103,11/2/2024,Marathahalli,Delivered,UPI,6:15:08 PM,6:50:08 PM,6:52:08 PM,7:12:08 PM
OD1650,11/25/2024,Marathahalli,Delivered,Credit Card,12:21:16 PM,12:41:16 PM,12:43:16 PM,12:56:16 PM
OD1465,11/22/2024,Jayanagar,Delivered,Credit Card,3:24:18 PM,4:09:18 PM,4:11:18 PM,4:25:18 PM
OD0933,11/14/2024,BTM Layout,Delivered,UPI,8:25:50 PM,9:06:50 PM,9:08:50 PM,9:37:50 PM
OD1917,11/29/2024,Koramangala,Delivered,UPI,10:50:50 PM,11:13:50 PM,11:15:50 PM,11:26:50 PM
OD1391,11/21/2024,Koramangala,Delivered,Online Payment,8:16:10 AM,8:40:10 AM,8:42:10 AM,8:53:10 AM
OD1392,11/21/2024,MG Road,Delivered,Credit Card,9:23:36 PM,9:36:36 PM,9:38:36 PM,10:15:36 PM
OD0031,11/1/2024,Malleswaram,Delivered,Credit Card,9:28:23 AM,10:02:23 AM,10:04:23 AM,10:29:23 AM
OD1466,11/22/2024,HSR Layout,Delivered,Online Payment,9:58:43 PM,10:52:43 PM,10:54:43 PM,11:14:43 PM
OD1467,11/22/2024,Malleswaram,Delivered,Credit Card,1:56:33 PM,2:10:33 PM,2:13:33 PM,2:24:33 PM
OD1730,11/26/2024,HSR Layout,Delivered,Credit Card,12:14:22 PM,12:24:22 PM,12:26:22 PM,12:52:22 PM
OD1784,11/27/2024,HSR Layout,Delivered,Credit Card,1:38:47 PM,2:01:47 PM,2:03:47 PM,2:17:47 PM
OD0032,11/1/2024,BTM Layout,Delivered,Credit Card,2:17:34 PM,2:32:34 PM,2:34:34 PM,2:56:34 PM
OD1731,11/26/2024,HSR Layout,Delivered,Credit Card,5:53:11 PM,6:50:11 PM,6:53:11 PM,7:07:11 PM
OD1468,11/22/2024,HSR Layout,Delivered,UPI,8:32:21 PM,9:07:21 PM,9:09:21 PM,9:23:21 PM
OD1052,11/16/2024,BTM Layout,Delivered,COD,9:06:03 AM,9:16:03 AM,9:18:03 AM,9:51:03 AM
OD2035,11/1/2024,Indiranagar,Delivered,COD,6:00:45 PM,6:15:45 PM,6:22:45 PM,6:40:45 PM
OD0180,11/3/2024,Koramangala,Delivered,Credit Card,8:01:26 PM,9:05:26 PM,9:20:26 PM,9:34:26 PM
OD1785,11/27/2024,Malleswaram,Delivered,COD,11:23:33 AM,12:06:33 PM,12:07:33 PM,12:19:33 PM
OD0313,11/5/2024,Malleswaram,Delivered,Credit Card,8:24:23 AM,9:04:23 AM,9:22:23 AM,9:51:23 AM
OD1986,11/30/2024,Whitefield,Delivered,COD,11:08:34 AM,11:48:34 AM,11:50:34 AM,12:10:34 PM
OD1393,11/21/2024,Indiranagar,Delivered,Online Payment,4:22:51 PM,4:46:51 PM,4:48:51 PM,5:02:51 PM
OD1053,11/16/2024,Koramangala,Delivered,UPI,10:20:21 AM,10:35:21 AM,10:37:21 AM,10:53:21 AM
OD1054,11/16/2024,Koramangala,Delivered,COD,4:02:44 PM,4:21:44 PM,4:22:44 PM,4:37:44 PM
OD1195,11/18/2024,Indiranagar,Delivered,UPI,5:44:13 PM,6:26:13 PM,6:33:13 PM,6:46:13 PM
OD0727,11/11/2024,BTM Layout,Delivered,Online Payment,8:52:47 AM,9:13:47 AM,9:15:47 AM,9:27:47 AM
OD1987,11/30/2024,Whitefield,Delivered,Credit Card,5:26:47 PM,6:09:47 PM,6:12:47 PM,6:32:47 PM
OD0104,11/2/2024,Jayanagar,Delivered,COD,5:02:08 PM,5:31:08 PM,5:33:08 PM,5:47:08 PM
OD0492,11/7/2024,Marathahalli,Cancelled,Not Required,NA,NA,NA,NA
OD0181,11/3/2024,HSR Layout,Delivered,Online Payment,9:04:20 AM,9:46:20 AM,9:58:20 AM,10:29:20 AM
OD1394,11/21/2024,Indiranagar,Delivered,UPI,5:09:18 PM,5:20:18 PM,5:22:18 PM,5:42:18 PM
OD1651,11/25/2024,BTM Layout,Delivered,Online Payment,12:28:48 PM,1:19:48 PM,1:22:48 PM,1:36:48 PM
OD0182,11/3/2024,Koramangala,Delivered,Credit Card,9:16:29 AM,9:59:29 AM,10:01:29 AM,10:16:29 AM
OD0728,11/11/2024,Whitefield,Delivered,Online Payment,11:39:24 AM,12:17:24 PM,12:19:24 PM,12:33:24 PM
OD1196,11/18/2024,BTM Layout,Delivered,UPI,6:26:15 PM,6:44:15 PM,6:46:15 PM,7:12:15 PM
OD0448,11/7/2024,BTM Layout,Delivered,Online Payment,7:55:06 PM,8:17:06 PM,8:19:06 PM,8:59:06 PM
OD0105,11/2/2024,BTM Layout,Delivered,Online Payment,1:06:48 PM,1:30:48 PM,1:32:48 PM,1:43:48 PM
OD0314,11/5/2024,Whitefield,Delivered,Online Payment,9:27:09 PM,9:59:09 PM,10:01:09 PM,10:49:09 PM
OD1197,11/18/2024,Malleswaram,Delivered,Credit Card,11:39:14 PM,11:54:14 PM,11:55:14 PM,12:19:14 AM
OD0729,11/11/2024,Whitefield,Delivered,COD,7:53:40 PM,8:33:40 PM,8:47:40 PM,9:21:40 PM
OD0449,11/7/2024,Koramangala,Delivered,Credit Card,11:58:00 AM,12:09:00 PM,12:11:00 PM,12:23:00 PM
OD1850,11/28/2024,Jayanagar,Delivered,UPI,2:39:48 PM,2:52:48 PM,2:54:48 PM,3:13:48 PM
OD0033,11/1/2024,Malleswaram,Delivered,Credit Card,10:05:19 AM,10:46:19 AM,10:48:19 AM,11:02:19 AM
OD0525,11/8/2024,Malleswaram,Delivered,Online Payment,11:15:01 PM,11:34:01 PM,11:35:01 PM,11:47:01 PM
OD1113,11/17/2024,Malleswaram,Delivered,Credit Card,11:11:30 PM,11:32:30 PM,11:34:30 PM,11:47:30 PM
OD0730,11/11/2024,Koramangala,Delivered,COD,2:35:20 PM,2:49:20 PM,2:51:20 PM,3:11:20 PM
OD1314,11/20/2024,MG Road,Delivered,COD,6:14:38 PM,6:27:38 PM,6:29:38 PM,6:39:38 PM
OD1055,11/16/2024,Jayanagar,Delivered,Online Payment,11:45:17 PM,12:33:17 AM,12:35:17 AM,12:53:17 AM
OD1056,11/16/2024,Marathahalli,Delivered,Online Payment,10:09:24 AM,10:22:24 AM,10:24:24 AM,10:37:24 AM
OD0183,11/3/2024,Indiranagar,Delivered,COD,2:09:24 PM,2:22:24 PM,2:24:24 PM,2:37:24 PM
OD1529,11/23/2024,HSR Layout,Delivered,UPI,2:02:36 PM,2:18:36 PM,2:20:36 PM,2:32:36 PM
OD1594,11/24/2024,HSR Layout,Delivered,Online Payment,9:01:08 PM,9:15:08 PM,9:25:08 PM,9:47:08 PM
OD1114,11/17/2024,Marathahalli,Delivered,Credit Card,9:47:42 AM,10:00:42 AM,10:02:42 AM,10:53:42 AM
OD0595,11/9/2024,Malleswaram,Delivered,Online Payment,12:34:46 PM,1:19:46 PM,1:21:46 PM,1:31:46 PM
OD0863,11/13/2024,Jayanagar,Delivered,Credit Card,9:50:22 PM,10:26:22 PM,10:28:22 PM,11:02:22 PM
OD1115,11/17/2024,Indiranagar,Delivered,Online Payment,2:34:46 PM,2:53:46 PM,2:55:46 PM,3:14:46 PM
OD1530,11/23/2024,Marathahalli,Delivered,UPI,9:26:47 AM,9:45:47 AM,9:47:47 AM,10:14:47 AM
OD0450,11/7/2024,Whitefield,Delivered,COD,7:17:49 PM,8:15:49 PM,8:17:49 PM,8:48:49 PM
OD1315,11/20/2024,Jayanagar,Delivered,Online Payment,9:54:11 AM,10:13:11 AM,10:15:11 AM,10:34:11 AM
OD0864,11/13/2024,Marathahalli,Delivered,Online Payment,6:35:29 PM,7:20:29 PM,7:22:29 PM,7:39:29 PM
OD1116,11/17/2024,BTM Layout,Delivered,Online Payment,11:05:33 PM,11:50:33 PM,11:52:33 PM,12:03:33 AM
OD1851,11/3/2024,Indiranagar,Delivered,Credit Card,6:07:43 PM,6:48:43 PM,6:49:43 PM,7:18:43 PM
OD0526,11/8/2024,Koramangala,Delivered,UPI,6:14:03 PM,6:29:03 PM,6:35:03 PM,7:10:03 PM
OD0034,11/1/2024,Indiranagar,Delivered,COD,10:07:26 AM,10:32:26 AM,10:35:26 AM,10:49:26 AM
OD0865,11/13/2024,Koramangala,Delivered,COD,2:55:29 PM,3:05:29 PM,3:07:29 PM,3:21:29 PM
OD1852,11/28/2024,Marathahalli,Delivered,Credit Card,11:56:16 PM,12:44:16 AM,12:46:16 AM,12:59:16 AM
OD0184,11/3/2024,HSR Layout,Delivered,Credit Card,12:06:48 PM,12:21:48 PM,12:23:48 PM,12:36:48 PM
OD0731,11/11/2024,MG Road,Delivered,UPI,7:42:18 PM,8:19:18 PM,8:21:18 PM,8:47:18 PM
OD1395,11/21/2024,Brigade Road,Delivered,Online Payment,8:16:24 AM,8:57:24 AM,8:59:24 AM,9:13:24 AM
OD0662,11/10/2024,BTM Layout,Delivered,UPI,12:38:17 PM,12:52:17 PM,12:54:17 PM,1:10:17 PM
OD1595,11/24/2024,MG Road,Delivered,Credit Card,11:04:09 PM,11:41:09 PM,11:44:09 PM,11:55:09 PM
OD1396,11/21/2024,Brigade Road,Delivered,UPI,6:47:31 PM,7:28:31 PM,7:30:31 PM,8:07:31 PM
OD0185,11/3/2024,Koramangala,Delivered,Online Payment,9:42:35 AM,9:59:35 AM,10:00:35 AM,10:14:35 AM
OD0866,11/13/2024,Brigade Road,Delivered,UPI,12:44:21 PM,1:02:21 PM,1:04:21 PM,1:14:21 PM
OD0451,11/7/2024,HSR Layout,Delivered,Online Payment,2:29:37 PM,2:42:37 PM,2:44:37 PM,2:59:37 PM
OD0315,11/5/2024,Marathahalli,Delivered,UPI,5:44:03 PM,6:43:03 PM,6:45:03 PM,7:02:03 PM
OD1786,11/27/2024,Malleswaram,Delivered,COD,8:37:46 PM,9:12:46 PM,9:14:46 PM,9:42:46 PM
OD1531,11/23/2024,Whitefield,Delivered,Credit Card,10:49:42 PM,11:03:42 PM,11:04:42 PM,11:38:42 PM
OD0260,11/4/2024,Koramangala,Delivered,Online Payment,11:28:24 PM,11:45:24 PM,11:47:24 PM,12:08:24 AM
OD0798,11/12/2024,Malleswaram,Delivered,Online Payment,2:01:56 PM,2:15:56 PM,2:18:56 PM,2:32:56 PM
OD0596,11/9/2024,Marathahalli,Delivered,COD,1:44:22 PM,2:15:22 PM,2:19:22 PM,2:42:22 PM
OD1652,11/25/2024,Marathahalli,Delivered,Online Payment,11:06:31 PM,11:52:31 PM,11:54:31 PM,12:05:31 AM
OD1316,11/20/2024,Indiranagar,Delivered,COD,6:47:12 PM,7:19:12 PM,7:35:12 PM,8:19:12 PM
OD0316,11/5/2024,Malleswaram,Delivered,UPI,8:28:00 AM,8:44:00 AM,8:46:00 AM,9:08:00 AM
OD1469,11/22/2024,MG Road,Delivered,Credit Card,10:42:45 PM,11:04:45 PM,11:05:45 PM,11:20:45 PM
OD0106,11/2/2024,Whitefield,Delivered,COD,1:04:27 PM,1:27:27 PM,1:29:27 PM,1:40:27 PM
OD0452,11/7/2024,MG Road,Delivered,COD,4:20:04 PM,4:37:04 PM,4:38:04 PM,5:00:04 PM
OD0035,11/1/2024,Koramangala,Delivered,COD,10:14:17 PM,10:35:17 PM,10:37:17 PM,10:53:17 PM
OD2036,11/1/2024,Koramangala,Delivered,COD,5:46:42 PM,6:11:42 PM,6:16:42 PM,6:27:42 PM
OD1198,11/18/2024,Koramangala,Delivered,COD,9:44:32 AM,10:33:32 AM,10:35:32 AM,10:49:32 AM
OD1596,11/24/2024,Koramangala,Delivered,Online Payment,4:37:52 PM,5:39:52 PM,5:42:52 PM,6:01:52 PM
OD1732,11/1/2024,BTM Layout,Delivered,UPI,2:11:23 PM,2:50:23 PM,2:53:23 PM,3:05:23 PM
OD1057,11/16/2024,BTM Layout,Delivered,Credit Card,5:11:51 PM,5:27:51 PM,5:29:51 PM,5:44:51 PM
OD1058,11/16/2024,HSR Layout,Delivered,COD,4:55:03 PM,5:10:03 PM,5:12:03 PM,5:30:03 PM
OD1247,11/19/2024,MG Road,Delivered,UPI,10:49:28 AM,11:00:28 AM,11:02:28 AM,11:14:28 AM
OD1787,11/27/2024,Koramangala,Delivered,COD,11:44:04 AM,12:02:04 PM,12:09:04 PM,12:22:04 PM
OD1117,11/17/2024,HSR Layout,Delivered,Online Payment,2:19:20 PM,2:34:20 PM,2:36:20 PM,2:54:20 PM
OD1988,11/30/2024,HSR Layout,Delivered,Credit Card,9:49:56 PM,10:41:56 PM,10:43:56 PM,11:22:56 PM
OD1918,11/29/2024,Koramangala,Delivered,COD,4:31:27 PM,4:56:27 PM,4:58:27 PM,5:12:27 PM
OD1317,11/20/2024,MG Road,Delivered,Online Payment,11:04:38 AM,11:29:38 AM,11:30:38 AM,11:44:38 AM
OD1248,11/19/2024,BTM Layout,Delivered,COD,4:22:33 PM,4:45:33 PM,4:47:33 PM,4:59:33 PM
OD2037,11/1/2024,Marathahalli,Delivered,UPI,11:33:54 PM,11:54:54 PM,11:56:54 PM,12:07:54 AM
OD0597,11/9/2024,Malleswaram,Delivered,COD,5:42:54 PM,5:56:54 PM,5:58:54 PM,6:17:54 PM
OD1597,11/24/2024,MG Road,Delivered,Credit Card,4:19:21 PM,4:42:21 PM,4:45:21 PM,4:57:21 PM
OD0036,11/1/2024,Marathahalli,Delivered,Online Payment,5:25:58 PM,5:39:58 PM,5:41:58 PM,5:53:58 PM
OD0527,11/8/2024,Jayanagar,Delivered,Online Payment,8:23:16 AM,9:00:16 AM,9:02:16 AM,9:22:16 AM
OD1989,11/30/2024,Jayanagar,Delivered,Credit Card,5:16:21 PM,5:43:21 PM,5:45:21 PM,5:58:21 PM
OD0562,11/8/2024,BTM Layout,Cancelled,Not Required,NA,NA,NA,NA
OD0598,11/9/2024,Indiranagar,Delivered,Online Payment,10:23:31 PM,10:40:31 PM,10:42:31 PM,10:53:31 PM
OD0732,11/11/2024,HSR Layout,Delivered,COD,10:21:18 AM,10:49:18 AM,10:52:18 AM,11:04:18 AM
OD1249,11/19/2024,HSR Layout,Delivered,UPI,12:26:19 PM,12:48:19 PM,12:51:19 PM,1:04:19 PM
OD0453,11/7/2024,Marathahalli,Delivered,COD,5:30:49 PM,6:29:49 PM,6:31:49 PM,6:49:49 PM
OD0261,11/4/2024,Koramangala,Delivered,UPI,4:04:20 PM,4:26:20 PM,4:28:20 PM,4:42:20 PM
OD1470,11/22/2024,Jayanagar,Delivered,COD,8:06:18 PM,8:54:18 PM,9:10:18 PM,9:58:18 PM
OD0037,11/1/2024,MG Road,Delivered,COD,9:00:38 PM,9:27:38 PM,9:29:38 PM,10:04:38 PM
OD1919,11/29/2024,Jayanagar,Delivered,Online Payment,8:32:04 AM,9:32:04 AM,9:34:04 AM,10:15:04 AM
OD0317,11/5/2024,Marathahalli,Delivered,Credit Card,8:55:20 AM,9:53:20 AM,9:56:20 AM,10:11:20 AM
OD1471,11/22/2024,HSR Layout,Delivered,COD,11:10:41 AM,11:44:41 AM,11:46:41 AM,11:57:41 AM
OD1653,11/25/2024,Indiranagar,Delivered,UPI,12:53:03 PM,1:53:03 PM,1:55:03 PM,2:10:03 PM
OD0994,11/15/2024,Jayanagar,Delivered,COD,10:25:00 AM,11:20:00 AM,11:22:00 AM,11:35:00 AM
OD1788,11/27/2024,Jayanagar,Delivered,UPI,11:15:01 PM,11:25:01 PM,11:27:01 PM,11:44:01 PM
OD1920,11/29/2024,Indiranagar,Delivered,UPI,9:25:33 AM,9:55:33 AM,10:01:33 AM,10:40:33 AM
OD1733,11/26/2024,Malleswaram,Delivered,Online Payment,8:11:08 AM,8:55:08 AM,8:57:08 AM,9:27:08 AM
OD1734,11/26/2024,Brigade Road,Delivered,Online Payment,2:47:58 PM,3:06:58 PM,3:08:58 PM,3:27:58 PM
OD1472,11/22/2024,Marathahalli,Delivered,Credit Card,1:00:55 PM,1:34:55 PM,1:36:55 PM,1:48:55 PM
OD0262,11/4/2024,MG Road,Delivered,UPI,5:59:43 PM,6:14:43 PM,6:16:43 PM,6:29:43 PM
